id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	Enrichment
THAP10	ENSG00000129028	THAP10	56906	THAP10	-0.694455
THAP11	ENSG00000168286	THAP11	57215	THAP11	0.32812
THAP2	ENSG00000173451	THAP2	83591	THAP2	-0.6171215
THAP3	ENSG00000041988	THAP3	90326	THAP3	-1.16345
THAP4	ENSG00000176946	THAP4	51078	THAP4	0.253
THAP5	ENSG00000177683	THAP5	168451	THAP5	-0.55679
THAP6	ENSG00000174796	THAP6	152815	THAP6	0.40819
THAP7	ENSG00000184436	THAP7	80764	THAP7	0.185195
THAP8	ENSG00000161277	THAP8	199745	THAP8	-0.89333
THAP9	ENSG00000168152	THAP9	79725	THAP9	-0.082881
THBD	ENSG00000178726	THBD	7056	THBD	-0.5396
THBS2	ENSG00000186340	THBS2	7058	THBS2	-0.397805
THBS3	ENSG00000169231	THBS3	7059	THBS3	-0.341565
THBS4	ENSG00000113296	THBS4	7060	THBS4	-0.472005
THEG	ENSG00000105549	SPMAP2	51298	SPMAP2	-0.14034
THEG5	ENSG00000267465	THEG5	100507527	THEG5	0.09366
THEGL	ENSG00000249693	SPMAP2L	100506564	SPMAP2L	-1.146135
THEM4	ENSG00000159445	THEM4	117145	THEM4	-0.53104
THEM5	ENSG00000196407	THEM5	284486	THEM5	0.317995
THEM6	ENSG00000130193	THEM6	51337	THEM6	1.01658
THEMIS	ENSG00000172673	THEMIS	387357	THEMIS	0.536515
THEMIS2	ENSG00000130775	THEMIS2	9473	THEMIS2	-0.13833
THG1L	ENSG00000113272	THG1L	54974	THG1L	0.43225
THNSL1	ENSG00000185875	THNSL1	79896	THNSL1	0.164134
THNSL2	ENSG00000144115	THNSL2	55258	THNSL2	0.3384615
THOC1	ENSG00000079134	THOC1	9984	THOC1	-0.719465
THOC2	ENSG00000125676	THOC2	57187	THOC2	-0.2953823
THOC3	ENSG00000051596	THOC3	84321	THOC3	0.691285
THOC5	ENSG00000100296	THOC5	8563	THOC5	-1.23845
THOC6	ENSG00000131652	THOC6	79228	THOC6	0.552215
THOC7	ENSG00000163634	THOC7	80145	THOC7	-0.579035
THOP1	ENSG00000172009	THOP1	7064	THOP1	-0.7203225
THPO	ENSG00000090534	THPO	7066	THPO	0.010595
THRA	ENSG00000126351	THRA	7067	THRA	-0.103425
THRAP3	ENSG00000054118	THRAP3	9967	THRAP3	-0.524845
THRB	ENSG00000151090	THRB	7068	THRB	-0.0167435
THRSP	ENSG00000151365	THRSP	7069	THRSP	0.507205
THSD1	ENSG00000136114	THSD1	55901	THSD1	0.40574135
THSD4	ENSG00000187720	THSD4	79875	THSD4	-0.91942
THSD7A	ENSG00000005108	THSD7A	221981	THSD7A	-0.0820500000000001
THSD7B	ENSG00000144229	THSD7B	80731	THSD7B	-0.570075
THTPA	ENSG00000259431	THTPA	79178	THTPA	-0.337289
THUMPD1	ENSG00000066654	THUMPD1	55623	THUMPD1	-1.161335
THUMPD2	ENSG00000138050	THUMPD2	80745	THUMPD2	-0.29341
THUMPD3	ENSG00000134077	THUMPD3	25917	THUMPD3	0.12274
THY1	ENSG00000154096	THY1	7070	THY1	0.1848175
THYN1	ENSG00000151500	THYN1	29087	THYN1	0.616905
TIA1	ENSG00000116001	TIA1	7072	TIA1	0.17249
TIAF1	ENSG00000196535	MYO18A	399687	MYO18A	0.441795
TIAL1	ENSG00000151923	TIAL1	7073	TIAL1	-0.404438
TIAM1	ENSG00000156299	TIAM1	7074	TIAM1	-0.773955
TIAM2	ENSG00000146426	TIAM2	26230	TIAM2	0.75488
TICAM1	ENSG00000127666	TICAM1	148022	TICAM1	-0.252185
TICAM2	ENSG00000243414	TICAM2	353376	TICAM2	0.0313685
TICRR	ENSG00000140534	TICRR	90381	TICRR	-0.5790135
TIE1	ENSG00000066056	TIE1	7075	TIE1	0.048615
TIFA	ENSG00000145365	TIFA	92610	TIFA	-1.614695
TIFAB	ENSG00000255833	TIFAB	497189	TIFAB	-0.242175
TIGAR	ENSG00000078237	TIGAR	57103	TIGAR	-0.0953999999999999
TIGD1	ENSG00000221944	TIGD1	200765	TIGD1	-1.099865
TIGD2	ENSG00000180346	TIGD2	166815	TIGD2	-0.554385
TIGD3	ENSG00000173825	TIGD3	220359	TIGD3	-0.223635
TIGD4	ENSG00000169989	TIGD4	201798	TIGD4	-0.359095
TIGD5	ENSG00000179886	TIGD5	84948	TIGD5	0.6265
TIGD6	ENSG00000164296	TIGD6	81789	TIGD6	-0.255102
TIGD7	ENSG00000140993	TIGD7	91151	TIGD7	-0.33937
TIGIT	ENSG00000181847	TIGIT	201633	TIGIT	-0.35117
TIMD4	ENSG00000145850	TIMD4	91937	TIMD4	1.19014
TIMELESS	ENSG00000111602	TIMELESS	8914	TIMELESS	-0.074385
TIMM10	ENSG00000134809	TIMM10	26519	TIMM10	-0.8028
TIMM10B	ENSG00000132286	TIMM10B	26515	TIMM10B	-0.18831
TIMM13	ENSG00000099800	TIMM13	26517	TIMM13	-0.63908
TIMM17A	ENSG00000134375	TIMM17A	10440	TIMM17A	-0.115095
TIMM17B	ENSG00000126768	TIMM17B	10245	TIMM17B	-0.315205
TIMM21	ENSG00000075336	TIMM21	29090	TIMM21	0.371205
TIMM22	ENSG00000177370	TIMM22	29928	TIMM22	1.8449
TIMM23	ENSG00000265354	TIMM23	100287932	TIMM23	-0.69998
TIMM23B	ENSG00000204152	TIMM23B	100652748	TIMM23B	0.762985
TIMM44	ENSG00000104980	TIMM44	10469	TIMM44	-0.34946
TIMM50	ENSG00000105197	TIMM50	92609	TIMM50	-0.5233
TIMM8A	ENSG00000126953	TIMM8A	1678	TIMM8A	0.124885
TIMM8B	ENSG00000150779	TIMM8B	26521	TIMM8B	0.19765
TIMM9	ENSG00000100575	TIMM9	26520	TIMM9	0.243145
TIMMDC1	ENSG00000113845	TIMMDC1	51300	TIMMDC1	0.66314
TIMP1	ENSG00000102265	TIMP1	7076	TIMP1	1.28915
TIMP2	ENSG00000035862	TIMP2	7077	TIMP2	0.570515
TIMP3	ENSG00000100234	TIMP3	7078	TIMP3	0.717585
TIMP4	ENSG00000157150	TIMP4	7079	TIMP4	-0.035265
TINAG	ENSG00000137251	TINAG	27283	TINAG	-0.528095
TINAGL1	ENSG00000142910	TINAGL1	64129	TINAGL1	-0.01201
TINF2	ENSG00000092330	TINF2	26277	TINF2	-0.473175
TIPARP	ENSG00000163659	TIPARP	25976	TIPARP	0.0386274
TIPIN	ENSG00000075131	TIPIN	54962	TIPIN	0.09839
TIPRL	ENSG00000143155	TIPRL	261726	TIPRL	-0.89338
TIRAP	ENSG00000150455	TIRAP	114609	TIRAP	-0.64044
TJAP1	ENSG00000137221	TJAP1	93643	TJAP1	0.25434
TJP1	ENSG00000104067	TJP1	7082	TJP1	-0.174585
TJP2	ENSG00000119139	TJP2	9414	TJP2	-0.246555
TJP3	ENSG00000105289	TJP3	27134	TJP3	-0.500225
TK1	ENSG00000167900	TK1	7083	TK1	-1.5636
TK2	ENSG00000166548	TK2	7084	TK2	0.86492
TKFC	ENSG00000149476	TKFC	26007	TKFC	-0.6529415
TKT	ENSG00000163931	TKT	7086	TKT	-0.263369
TKTL1	ENSG00000007350	TKTL1	8277	TKTL1	-0.484705
TKTL2	ENSG00000151005	TKTL2	84076	TKTL2	0.84
TLCD1	ENSG00000160606	TLCD1	116238	TLCD1	0.251675
TLCD2	ENSG00000185561	TLCD2	727910	TLCD2	-0.10619
TLDC1	ENSG00000140950	MEAK7	57707	MEAK7	-0.0578505
TLDC2	ENSG00000101342	TLDC2	140711	TLDC2	-0.233111
TLE1	ENSG00000196781	TLE1	7088	TLE1	1.4551
TLE2	ENSG00000065717	TLE2	7089	TLE2	0.044835
TLE3	ENSG00000140332	TLE3	7090	TLE3	0.51884
TLE4	ENSG00000106829	TLE4	7091	TLE4	2.18255
TLE6	ENSG00000104953	TLE6	79816	TLE6	-0.179173
TLK1	ENSG00000198586	TLK1	9874	TLK1	0.274845
TLK2	ENSG00000146872	TLK2	11011	TLK2	0.4144
TLL1	ENSG00000038295	TLL1	7092	TLL1	0.23586
TLL2	ENSG00000095587	TLL2	7093	TLL2	-0.169885
TLN1	ENSG00000137076	TLN1	7094	TLN1	0.166925
TLN2	ENSG00000171914	TLN2	83660	TLN2	-0.4745382
TLR1	ENSG00000174125	TLR1	7096	TLR1	0.767865
TLR10	ENSG00000174123	TLR10	81793	TLR10	-0.55794
TLR2	ENSG00000137462	TLR2	7097	TLR2	-0.2676285
TLR3	ENSG00000164342	TLR3	7098	TLR3	-0.06396
TLR4	ENSG00000136869	TLR4	7099	TLR4	-0.380585
TLR5	ENSG00000187554	TLR5	7100	TLR5	0.861565
TLR6	ENSG00000174130	TLR6	10333	TLR6	-0.723275
TLR7	ENSG00000196664	TLR7	51284	TLR7	0.83562
TLR8	ENSG00000101916	TLR8	51311	TLR8	0.79353
TLR9	ENSG00000239732	TLR9	54106	TLR9	0.55682
TLX1	ENSG00000107807	TLX1	3195	TLX1	1.19941
TLX2	ENSG00000115297	TLX2	3196	TLX2	0.670935
TLX3	ENSG00000164438	TLX3	30012	TLX3	-0.0056455
TM2D1	ENSG00000162604	TM2D1	83941	TM2D1	-0.012
TM2D2	ENSG00000169490	TM2D2	83877	TM2D2	-1.71455
TM2D3	ENSG00000184277	TM2D3	80213	TM2D3	0.41178
TM4SF1	ENSG00000169908	TM4SF1	4071	TM4SF1	-0.3218905
TM4SF18	ENSG00000163762	TM4SF18	116441	TM4SF18	-2.17695
TM4SF19	ENSG00000145107	TM4SF19	116211	TM4SF19	-0.600905
TM4SF20	ENSG00000168955	TM4SF20	79853	TM4SF20	-0.0217545
TM4SF4	ENSG00000169903	TM4SF4	7104	TM4SF4	-0.10607
TM4SF5	ENSG00000142484	TM4SF5	9032	TM4SF5	-1.193625
TM6SF1	ENSG00000136404	TM6SF1	53346	TM6SF1	-0.73807
TM6SF2	ENSG00000213996	TM6SF2	53345	TM6SF2	0.4939
TM7SF2	ENSG00000149809	TM7SF2	7108	TM7SF2	0.43823
TM7SF3	ENSG00000064115	TM7SF3	51768	TM7SF3	-0.34714
TM9SF1	ENSG00000100926	TM9SF1	10548	TM9SF1	0.224175
TM9SF2	ENSG00000125304	TM9SF2	9375	TM9SF2	-0.284445
TM9SF3	ENSG00000077147	TM9SF3	56889	TM9SF3	-0.144495
TM9SF4	ENSG00000101337	TM9SF4	9777	TM9SF4	-0.063585
TMA16	ENSG00000198498	TMA16	55319	TMA16	0.93313
TMA7	ENSG00000232112	TMA7	51372	TMA7	-0.292725
TMBIM1	ENSG00000135926	TMBIM1	64114	TMBIM1	0.42108
TMBIM4	ENSG00000155957	TMBIM4	51643	TMBIM4	0.248631
TMBIM6	ENSG00000139644	TMBIM6	7009	TMBIM6	-0.30007
TMC1	ENSG00000165091	TMC1	117531	TMC1	-0.080975
TMC2	ENSG00000149488	TMC2	117532	TMC2	-0.409913
TMC3	ENSG00000188869	TMC3	342125	TMC3	-0.35174
TMC4	ENSG00000167608	TMC4	147798	TMC4	0.716935
TMC5	ENSG00000103534	TMC5	79838	TMC5	1.676225
TMC6	ENSG00000141524	TMC6	11322	TMC6	0.117945
TMC7	ENSG00000170537	TMC7	79905	TMC7	-0.60578
TMC8	ENSG00000167895	TMC8	147138	TMC8	-1.31435
TMCC1	ENSG00000172765	TMCC1	23023	TMCC1	-0.32255
TMCC2	ENSG00000133069	TMCC2	9911	TMCC2	-0.2212905
TMCC3	ENSG00000057704	TMCC3	57458	TMCC3	0.64004
TMCO1	ENSG00000143183	TMCO1	54499	TMCO1	0.00232
TMCO2	ENSG00000188800	TMCO2	127391	TMCO2	-0.3989
TMCO3	ENSG00000150403	TMCO3	55002	TMCO3	0.0906275
TMCO4	ENSG00000162542	TMCO4	255104	TMCO4	0.48102
TMCO5A	ENSG00000166069	TMCO5A	145942	TMCO5A	0.10201
TMCO6	ENSG00000113119	TMCO6	55374	TMCO6	0.66989
TMED1	ENSG00000099203	TMED1	11018	TMED1	-0.2072005
TMED10	ENSG00000170348	TMED10	10972	TMED10	-0.444705
TMED2	ENSG00000086598	TMED2	10959	TMED2	-0.2751675
TMED3	ENSG00000166557	TMED3	23423	TMED3	-0.48834
TMED4	ENSG00000158604	TMED4	222068	TMED4	0.580395
TMED5	ENSG00000117500	TMED5	50999	TMED5	-0.07145
TMED6	ENSG00000157315	TMED6	146456	TMED6	-0.45299
TMED7	ENSG00000134970	TMED7	51014	TMED7	-0.515095
TMED8	ENSG00000100580	TMED8	283578	TMED8	-0.500069
TMED9	ENSG00000184840	TMED9	54732	TMED9	0.44752
TMEFF1	ENSG00000241697	TMEFF1	8577	TMEFF1	1.6242
TMEM100	ENSG00000166292	TMEM100	55273	TMEM100	0.314525
TMEM101	ENSG00000091947	TMEM101	84336	TMEM101	-0.58218
TMEM102	ENSG00000181284	TMEM102	284114	TMEM102	-0.698725
TMEM104	ENSG00000109066	TMEM104	54868	TMEM104	0.3330305
TMEM105	ENSG00000185332	TMEM105	284186	TMEM105	-0.064654
TMEM106A	ENSG00000184988	TMEM106A	113277	TMEM106A	-0.5157915
TMEM106B	ENSG00000106460	TMEM106B	54664	TMEM106B	-0.9046685
TMEM106C	ENSG00000134291	TMEM106C	79022	TMEM106C	0.66195
TMEM107	ENSG00000179029	TMEM107	84314	TMEM107	0.310625
TMEM108	ENSG00000144868	TMEM108	66000	TMEM108	-1.56981
TMEM109	ENSG00000110108	TMEM109	79073	TMEM109	-0.31525
TMEM11	ENSG00000178307	TMEM11	8834	TMEM11	1.230985
TMEM110	ENSG00000213533	STIMATE	375346	STIMATE	1.088705
TMEM114	ENSG00000232258	TMEM114	283953	TMEM114	-0.428175
TMEM115	ENSG00000126062	TMEM115	11070	TMEM115	-1.47703
TMEM116	ENSG00000198270	TMEM116	89894	TMEM116	-0.664065
TMEM117	ENSG00000139173	TMEM117	84216	TMEM117	0.845935
TMEM119	ENSG00000183160	TMEM119	338773	TMEM119	-0.14408
TMEM120A	ENSG00000189077	TMEM120A	83862	TMEM120A	-0.22378
TMEM120B	ENSG00000188735	TMEM120B	144404	TMEM120B	0.38087
TMEM121	ENSG00000184986	TMEM121	80757	TMEM121	-0.35157
TMEM123	ENSG00000152558	TMEM123	114908	TMEM123	-0.09675
TMEM125	ENSG00000179178	TMEM125	128218	TMEM125	-0.116855
TMEM126A	ENSG00000171202	TMEM126A	84233	TMEM126A	0.028656
TMEM126B	ENSG00000171204	TMEM126B	55863	TMEM126B	0.50423
TMEM127	ENSG00000135956	TMEM127	55654	TMEM127	0.19429
TMEM128	ENSG00000132406	TMEM128	85013	TMEM128	0.373425
TMEM129	ENSG00000168936	TMEM129	92305	TMEM129	-0.25928
TMEM130	ENSG00000166448	TMEM130	222865	TMEM130	0.05543
TMEM131	ENSG00000075568	TMEM131	23505	TMEM131	1.19789
TMEM132A	ENSG00000006118	TMEM132A	54972	TMEM132A	1.272825
TMEM132B	ENSG00000139364	TMEM132B	114795	TMEM132B	-0.212925
TMEM132C	ENSG00000181234	TMEM132C	92293	TMEM132C	-0.185438
TMEM132D	ENSG00000151952	TMEM132D	121256	TMEM132D	0.70901
TMEM132E	ENSG00000181291	TMEM132E	124842	TMEM132E	0.663565
TMEM133	ENSG00000165895	ARHGAP42	143872	ARHGAP42	-0.1532
TMEM134	ENSG00000172663	TMEM134	80194	TMEM134	-0.06399505
TMEM135	ENSG00000166575	TMEM135	65084	TMEM135	-0.204375
TMEM136	ENSG00000181264	TLCD5	219902	TLCD5	0.5473095
TMEM138	ENSG00000149483	TMEM138	51524	TMEM138	-0.41547
TMEM139	ENSG00000178826	TMEM139	135932	TMEM139	-0.863644
TMEM140	ENSG00000146859	TMEM140	55281	TMEM140	-0.67173
TMEM141	ENSG00000244187	TMEM141	85014	TMEM141	-0.729475
TMEM143	ENSG00000161558	TMEM143	55260	TMEM143	-1.0137
TMEM144	ENSG00000164124	TMEM144	55314	TMEM144	-0.825585
TMEM145	ENSG00000167619	TMEM145	284339	TMEM145	0.233363
TMEM147	ENSG00000105677	TMEM147	10430	TMEM147	-1.7064
TMEM14A	ENSG00000096092	TMEM14A	28978	TMEM14A	0.14163
TMEM14B	ENSG00000137210	TMEM14B	81853	TMEM14B	-0.66812
TMEM14C	ENSG00000111843	TMEM14C	51522	TMEM14C	0.216
TMEM14E	ENSG00000221962	TMEM14EP	645843	TMEM14EP	-0.4457935
TMEM150A	ENSG00000168890	TMEM150A	129303	TMEM150A	-0.67745
TMEM150B	ENSG00000180061	TMEM150B	284417	TMEM150B	-0.204055
TMEM150C	ENSG00000249242	TMEM150C	441027	TMEM150C	-0.278075
TMEM151A	ENSG00000179292	TMEM151A	256472	TMEM151A	0.111595
TMEM151B	ENSG00000178233	TMEM151B	441151	TMEM151B	-0.320975
TMEM154	ENSG00000170006	TMEM154	201799	TMEM154	0.09255
TMEM155	ENSG00000164112	SMIM43	132332	SMIM43	-0.301705
TMEM156	ENSG00000121895	TMEM156	80008	TMEM156	-0.828805
TMEM158	ENSG00000249992	TMEM158	25907	TMEM158	0.158455
TMEM159	ENSG00000011638	LDAF1	57146	LDAF1	-0.49943
TMEM160	ENSG00000130748	TMEM160	54958	TMEM160	-1.325531
TMEM161A	ENSG00000064545	TMEM161A	54929	TMEM161A	0.25953
TMEM161B	ENSG00000164180	TMEM161B	153396	TMEM161B	-0.6262
TMEM163	ENSG00000152128	TMEM163	81615	TMEM163	0.178985
TMEM164	ENSG00000157600	TMEM164	84187	TMEM164	0.36663
TMEM165	ENSG00000134851	TMEM165	55858	TMEM165	0.100253
TMEM167A	ENSG00000174695	TMEM167A	153339	TMEM167A	-1.28825
TMEM167B	ENSG00000215717	TMEM167B	56900	TMEM167B	-0.427845
TMEM168	ENSG00000146802	TMEM168	64418	TMEM168	-1.29864
TMEM169	ENSG00000163449	TMEM169	92691	TMEM169	0.0645
TMEM17	ENSG00000186889	TMEM17	200728	TMEM17	-0.56485075
TMEM170A	ENSG00000166822	TMEM170A	124491	TMEM170A	-0.02376
TMEM170B	ENSG00000205269	TMEM170B	100113407	TMEM170B	-0.264605
TMEM171	ENSG00000157111	TMEM171	134285	TMEM171	-0.19348
TMEM173	ENSG00000184584	STING1	340061	STING1	0.49363
TMEM174	ENSG00000164325	TMEM174	134288	TMEM174	-0.3389365
TMEM175	ENSG00000127419	TMEM175	84286	TMEM175	-0.362065
TMEM176A	ENSG00000002933	TMEM176A	55365	TMEM176A	0.014555
TMEM176B	ENSG00000106565	TMEM176B	28959	TMEM176B	-0.520345
TMEM177	ENSG00000144120	TMEM177	80775	TMEM177	-0.1391495
TMEM178A	ENSG00000152154	TMEM178A	130733	TMEM178A	0.63129
TMEM178B	ENSG00000261115	TMEM178B	100507421	TMEM178B	0.871095
TMEM179	ENSG00000258986	TMEM179	388021	TMEM179	0.521955
TMEM179B	ENSG00000185475	TMEM179B	374395	TMEM179B	0.49314
TMEM18	ENSG00000151353	TMEM18	129787	TMEM18	-0.243313
TMEM180	ENSG00000138111	MFSD13A	79847	MFSD13A	-1.010955
TMEM181	ENSG00000146433	TMEM181	57583	TMEM181	0.2366845
TMEM182	ENSG00000170417	TMEM182	130827	TMEM182	0.549675
TMEM183A	ENSG00000163444	TMEM183A	92703	TMEM183A	-0.00823500000000002
TMEM183B	ENSG00000224831	TMEM183BP	653659	TMEM183BP	-0.16555
TMEM184A	ENSG00000164855	TMEM184A	202915	TMEM184A	-0.00245000000000001
TMEM184B	ENSG00000198792	TMEM184B	25829	TMEM184B	2.09715
TMEM184C	ENSG00000164168	TMEM184C	55751	TMEM184C	-0.5605835
TMEM185A	ENSG00000269556	TMEM185A	84548	TMEM185A	-0.387015
TMEM185B	ENSG00000226479	TMEM185B	79134	TMEM185B	-0.123165
TMEM186	ENSG00000184857	TMEM186	25880	TMEM186	0.342965
TMEM187	ENSG00000177854	TMEM187	8269	TMEM187	-0.60632
TMEM189	ENSG00000240849	PEDS1	387521	PEDS1	0.6439
TMEM19	ENSG00000139291	TMEM19	55266	TMEM19	-0.19021
TMEM190	ENSG00000160472	TMEM190	147744	TMEM190	1.784655
TMEM191B	ENSG00000278558	TMEM191B	728229	TMEM191B	0.358735
TMEM191C	ENSG00000206140	TMEM191C	645426	TMEM191C	-1.04712
TMEM192	ENSG00000170088	TMEM192	201931	TMEM192	0.41498
TMEM194A	ENSG00000166881	NEMP1	23306	NEMP1	0.71898
TMEM194B	ENSG00000189362	NEMP2	100131211	NEMP2	-0.58416
TMEM196	ENSG00000173452	TMEM196	256130	TMEM196	-0.328055
TMEM198	ENSG00000188760	TMEM198	130612	TMEM198	0.218095
TMEM199	ENSG00000244045	TMEM199	147007	TMEM199	0.18615
TMEM2	ENSG00000135048	CEMIP2	23670	CEMIP2	-0.176585
TMEM200A	ENSG00000164484	TMEM200A	114801	TMEM200A	-0.14195
TMEM200B	ENSG00000253304	TMEM200B	399474	TMEM200B	-0.560364
TMEM200C	ENSG00000206432	TMEM200C	645369	TMEM200C	-0.15765
TMEM201	ENSG00000188807	TMEM201	199953	TMEM201	0.004575
TMEM202	ENSG00000187806	TMEM202	338949	TMEM202	-0.5485
TMEM203	ENSG00000187713	TMEM203	94107	TMEM203	1.585745
TMEM204	ENSG00000131634	TMEM204	79652	TMEM204	-1.43695
TMEM205	ENSG00000105518	TMEM205	374882	TMEM205	0.070395
TMEM206	ENSG00000065600	PACC1	55248	PACC1	-1.0772
TMEM207	ENSG00000198398	TMEM207	131920	TMEM207	0.144935
TMEM208	ENSG00000168701	TMEM208	29100	TMEM208	0.40284
TMEM209	ENSG00000146842	TMEM209	84928	TMEM209	1.57481
TMEM210	ENSG00000185863	TMEM210	100505993	TMEM210	0.38009
TMEM211	ENSG00000206069	LHFPL7	255349	LHFPL7	0.55579
TMEM212	ENSG00000186329	TMEM212	389177	TMEM212	-0.137995
TMEM213	ENSG00000214128	TMEM213	155006	TMEM213	0.2908315
TMEM214	ENSG00000119777	TMEM214	54867	TMEM214	0.417645
TMEM215	ENSG00000188133	TMEM215	401498	TMEM215	0.316185
TMEM216	ENSG00000187049	TMEM216	51259	TMEM216	0.330555
TMEM217	ENSG00000172738	TMEM217	221468	TMEM217	0.231325
TMEM218	ENSG00000150433	TMEM218	219854	TMEM218	0.232304
TMEM219	ENSG00000149932	TMEM219	124446	TMEM219	-1.8314
TMEM220	ENSG00000187824	TMEM220	388335	TMEM220	0.461185
TMEM221	ENSG00000188051	TMEM221	100130519	TMEM221	0.12238
TMEM222	ENSG00000186501	TMEM222	84065	TMEM222	0.50132
TMEM223	ENSG00000168569	TMEM223	79064	TMEM223	0.33139
TMEM225	ENSG00000204300	TMEM225	338661	TMEM225	0.703975
TMEM229A	ENSG00000234224	TMEM229A	730130	TMEM229A	0.449425
TMEM229B	ENSG00000198133	TMEM229B	161145	TMEM229B	0.522295
TMEM230	ENSG00000089063	TMEM230	29058	TMEM230	-0.17282
TMEM231	ENSG00000205084	TMEM231	79583	TMEM231	0.332695
TMEM232	ENSG00000186952	TMEM232	642987	TMEM232	0.5778685
TMEM233	ENSG00000224982	TMEM233	387890	TMEM233	0.33969
TMEM234	ENSG00000160055	TMEM234	56063	TMEM234	0.5315275
TMEM235	ENSG00000204278	TMEM235	283999	TMEM235	-0.22069
TMEM236	ENSG00000148483	TMEM236	653567	TMEM236	0.058845
TMEM237	ENSG00000155755	TMEM237	65062	TMEM237	-1.203855
TMEM238	ENSG00000233493	TMEM238	388564	TMEM238	-1.59258
TMEM239	ENSG00000198326	TMEM239	100288797	TMEM239	0.52307
TMEM240	ENSG00000205090	TMEM240	339453	TMEM240	-0.0084325
TMEM241	ENSG00000134490	TMEM241	85019	TMEM241	1.213455
TMEM242	ENSG00000215712	TMEM242	729515	TMEM242	-0.391935
TMEM243	ENSG00000135185	TMEM243	79161	TMEM243	-0.68926
TMEM244	ENSG00000203756	TMEM244	253582	TMEM244	0.58192
TMEM245	ENSG00000106771	TMEM245	23731	TMEM245	-0.571345
TMEM246	ENSG00000165152	PGAP4	84302	PGAP4	0.64195
TMEM247	ENSG00000284701	TMEM247	388946	TMEM247	0.03188
TMEM248	ENSG00000106609	TMEM248	55069	TMEM248	-0.357945
TMEM249	ENSG00000261587	TMEM249	340393	TMEM249	-0.2016
TMEM25	ENSG00000149582	TMEM25	84866	TMEM25	0.41049
TMEM251	ENSG00000153485	LYSET	26175	LYSET	0.098728
TMEM252	ENSG00000181778	TMEM252	169693	TMEM252	0.16715
TMEM253	ENSG00000232070	TMEM253	643382	TMEM253	0.517215
TMEM254	ENSG00000133678	TMEM254	80195	TMEM254	0.275719
TMEM255A	ENSG00000125355	TMEM255A	55026	TMEM255A	-0.2311
TMEM255B	ENSG00000184497	TMEM255B	348013	TMEM255B	0.50647
TMEM256	ENSG00000205544	TMEM256	254863	TMEM256	0.08876
TMEM257	ENSG00000185985	SLITRK2	84631	SLITRK2	-0.034815
TMEM258	ENSG00000134825	TMEM258	746	TMEM258	-0.7976
TMEM259	ENSG00000182087	TMEM259	91304	TMEM259	-0.672165
TMEM26	ENSG00000196932	TMEM26	219623	TMEM26	1.20464
TMEM260	ENSG00000070269	TMEM260	54916	TMEM260	-0.5685005
TMEM261	ENSG00000137038	DMAC1	90871	DMAC1	-0.161675
TMEM262	ENSG00000187066	TMEM262	100130348	TMEM262	1.173995
TMEM263	ENSG00000151135	TMEM263	90488	TMEM263	-0.28406
TMEM265	ENSG00000281991	TMEM265	100862671	TMEM265	-0.71949
TMEM27	ENSG00000147003	CLTRN	57393	CLTRN	-0.0441
TMEM30A	ENSG00000112697	TMEM30A	55754	TMEM30A	-0.72449
TMEM30B	ENSG00000182107	TMEM30B	161291	TMEM30B	1.229235
TMEM31	ENSG00000179363	TMEM31	203562	TMEM31	0.081948
TMEM33	ENSG00000109133	TMEM33	55161	TMEM33	-0.134215
TMEM35	ENSG00000126950	TMEM35A	59353	TMEM35A	-0.086505
TMEM37	ENSG00000171227	TMEM37	140738	TMEM37	-0.709775
TMEM38A	ENSG00000072954	TMEM38A	79041	TMEM38A	-0.15101
TMEM38B	ENSG00000095209	TMEM38B	55151	TMEM38B	-0.30962
TMEM39A	ENSG00000176142	TMEM39A	55254	TMEM39A	0.1164255
TMEM39B	ENSG00000121775	TMEM39B	55116	TMEM39B	2.28175
TMEM40	ENSG00000088726	TMEM40	55287	TMEM40	-0.890465
TMEM41A	ENSG00000163900	TMEM41A	90407	TMEM41A	-0.55446
TMEM41B	ENSG00000166471	TMEM41B	440026	TMEM41B	-0.54487
TMEM42	ENSG00000169964	TMEM42	131616	TMEM42	-1.758215
TMEM43	ENSG00000170876	TMEM43	79188	TMEM43	0.35248
TMEM44	ENSG00000145014	TMEM44	93109	TMEM44	0.5986
TMEM45A	ENSG00000181458	TMEM45A	55076	TMEM45A	0.526635
TMEM45B	ENSG00000151715	TMEM45B	120224	TMEM45B	0.292
TMEM47	ENSG00000147027	TMEM47	83604	TMEM47	-0.710725
TMEM5	ENSG00000118600	RXYLT1	10329	RXYLT1	-0.509525
TMEM50A	ENSG00000183726	TMEM50A	23585	TMEM50A	-0.038815
TMEM50B	ENSG00000142188	TMEM50B	757	TMEM50B	1.258021
TMEM51	ENSG00000171729	TMEM51	55092	TMEM51	-0.23721
TMEM52	ENSG00000178821	TMEM52	339456	TMEM52	-0.10441
TMEM52B	ENSG00000165685	TMEM52B	120939	TMEM52B	0.439756
TMEM53	ENSG00000126106	TMEM53	79639	TMEM53	-0.36757
TMEM54	ENSG00000121900	TMEM54	113452	TMEM54	-0.2179605
TMEM55A	ENSG00000155099	PIP4P2	55529	PIP4P2	-0.546725
TMEM55B	ENSG00000165782	PIP4P1	90809	PIP4P1	-0.53108
TMEM56	ENSG00000152078	TLCD4	148534	TLCD4	0.231915
